"","Incident.Date","State","City.Or.County","Address","X..Killed","X..Injured","Operations","location","long","lat"
"64","September 26, 2016","North Carolina","Winston Salem (Winston-salem)","100 block of 5 Royales Drive",0,4,"N/A","Winston Salem (Winston-salem) ,   North Carolina",-80.244216,36.0998596
"65","September 25, 2016","Illinois","Champaign","300 block of E. Green Street",1,3,"N/A","Champaign ,   Illinois",-88.2433829,40.1164204
"66","September 24, 2016","Maryland","Baltimore","Greenmount Avenue and Preston Street",0,8,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"67","September 23, 2016","Washington","Burlington","201 Cascade Mall Dr",5,0,"N/A","Burlington ,   Washington",-122.3254374,48.4756621
"68","September 18, 2016","Pennsylvania","Philadelphia","3001 Castor Avenue",0,4,"N/A","Philadelphia ,   Pennsylvania",-75.1652215,39.9525839
"69","September 18, 2016","Virginia","Lynchburg","421 Rivermont Ave",1,3,"N/A","Lynchburg ,   Virginia",-79.1422464,37.4137536
"70","September 18, 2016","Pennsylvania","Pittsburgh","1700 block of Brighton Place",0,4,"N/A","Pittsburgh ,   Pennsylvania",-79.9958864,40.4406248
"71","September 17, 2016","Florida","Miami","20582 Southwest 119th Avenue",0,6,"N/A","Miami ,   Florida",-80.1917902,25.7616798
"72","September 17, 2016","Indiana","Indianapolis","2016 West 76th Street",2,2,"N/A","Indianapolis ,   Indiana",-86.158068,39.768403
"73","September 17, 2016","Florida","Orlando","3918 Columbia Street",1,6,"N/A","Orlando ,   Florida",-81.3792365,28.5383355
"74","September 17, 2016","District of Columbia","Washington","2600 block of Birney Place SE",2,7,"N/A","Washington ,   District of Columbia",-77.0368707,38.9071923
"75","September 16, 2016","California","Los Angeles (Hollywood)","555 N Heliotrope Drive",2,2,"N/A","Los Angeles (Hollywood) ,   California",-118.3286614,34.0928092
"76","September 16, 2016","Pennsylvania","Philadelphia","5100 block of Sansom Street",2,5,"N/A","Philadelphia ,   Pennsylvania",-75.1652215,39.9525839
"77","September 14, 2016","Texas","Houston","16000 block of Saybrook",1,3,"N/A","Houston ,   Texas",-95.3698028,29.7604267
"78","September 13, 2016","Indiana","Fort Wayne","1723 E Wayne St",3,2,"N/A","Fort Wayne ,   Indiana",-85.1393513,41.079273
"79","September 11, 2016","Louisiana","New Orleans","2349 S Claiborne Ave",1,5,"N/A","New Orleans ,   Louisiana",-90.0715323,29.9510658
"80","September 11, 2016","Missouri","Kansas City","500 block of Westport Road",0,6,"N/A","Kansas City ,   Missouri",-94.5785667,39.0997265
"81","September 11, 2016","Indiana","Fort Wayne","3006 Holton Avenue",3,1,"N/A","Fort Wayne ,   Indiana",-85.1393513,41.079273
"82","September 11, 2016","Michigan","Saginaw","2207 Pierce Road",0,5,"N/A","Saginaw ,   Michigan",-83.9508068,43.4194699
"83","September 11, 2016","North Carolina","New Bern","1100 block of Highway 70",0,5,"N/A","New Bern ,   North Carolina",-77.0441143,35.108493
"84","September 11, 2016","New Jersey","Jersey City","87 Van Wagenen Ave",1,3,"N/A","Jersey City ,   New Jersey",-74.0776417,40.7281575
"85","September 10, 2016","Florida","Miami","3451 Northwest 36 Street",1,3,"N/A","Miami ,   Florida",-80.1917902,25.7616798
"86","September 8, 2016","Arkansas","Hot Springs National Park (Hot Springs)","300 block of Lacey Street",1,4,"N/A","Hot Springs National Park (Hot Springs) ,   Arkansas",-93.0423545,34.5216915
"87","September 8, 2016","Texas","Del Valle","8330 Linden Rd",4,0,"N/A","Del Valle ,   Texas",-97.6472349,30.2091069
"88","September 5, 2016","Pennsylvania","Reading","600 block of Moss Street",0,4,"N/A","Reading ,   Pennsylvania",-75.9268747,40.3356483
"89","September 5, 2016","Illinois","Chicago","2700 block of West Lexington Avenue",2,3,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"90","September 4, 2016","Virginia","Roanoke","1020 Orange Ave NE",1,10,"N/A","Roanoke ,   Virginia",-79.9414266,37.2709704
"91","September 3, 2016","Illinois","Chicago","100 block of North Seeley Avenue",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"92","September 3, 2016","North Carolina","Wilmington","600 block of North 30th Street",1,3,"N/A","Wilmington ,   North Carolina",-77.9447102,34.2257255
"93","August 30, 2016","Georgia","Atlanta","400 Merritts Avenue NE",0,4,"N/A","Atlanta ,   Georgia",-84.3879824,33.7489954
"94","August 30, 2016","Illinois","Chicago (Englewood)","6800 block of South Ashland",0,4,"N/A","Chicago (Englewood) ,   Illinois",-87.6416419,41.775305
"95","August 29, 2016","New Jersey","Egg Harbor City","907 White Horse Pike",1,5,"N/A","Egg Harbor City ,   New Jersey",-74.6479364,39.5287282
"96","August 29, 2016","California","Temecula","41450 Cruz Way",5,0,"N/A","Temecula ,   California",-117.1483648,33.4936391
"97","August 28, 2016","Texas","Lubbock","2200 block of 17th St",0,6,"N/A","Lubbock ,   Texas",-101.8551665,33.5778631
"98","August 28, 2016","Missouri","Saint Louis","South Grand and Montana",2,2,"N/A","Saint Louis ,   Missouri",-90.1994042,38.6270025
"99","August 28, 2016","New York","Bronx","514 E 156th St",0,4,"N/A","Bronx ,   New York",-73.8648268,40.8447819
"100","August 28, 2016","Alabama","Dadeville","512 E Columbus St",0,5,"N/A","Dadeville ,   Alabama",-85.7635692,32.831238
"101","August 27, 2016","Florida","Miami","1900 block of NW 83rd Terr",2,4,"N/A","Miami ,   Florida",-80.1917902,25.7616798
"102","August 27, 2016","Alabama","Bessemer (Brighton)","3810 7th Ave",1,6,"N/A","Bessemer (Brighton) ,   Alabama",-86.9549563,33.4442039
"103","August 25, 2016","New Jersey","Bridgeton","Marion Street",0,5,"N/A","Bridgeton ,   New Jersey",-75.2340768,39.427337
"104","August 21, 2016","Connecticut","Bridgeport","19 Plymouth St",0,13,"N/A","Bridgeport ,   Connecticut",-73.1951767,41.1865478
"105","August 21, 2016","Massachusetts","Boston","Westview and Stratton Street",0,4,"N/A","Boston ,   Massachusetts",-71.0588801,42.3600825
"106","August 20, 2016","Washington","Tacoma","900 block of Pacific Avenue",0,5,"N/A","Tacoma ,   Washington",-122.4442906,47.2528768
"107","August 20, 2016","Connecticut","Hamden","903 Dixwell Avenue",0,4,"N/A","Hamden ,   Connecticut",-72.9026064,41.3838782
"108","August 20, 2016","Alabama","Citronelle","Jim Platt Road",5,0,"N/A","Citronelle ,   Alabama",-88.2280622,31.0907338
"109","August 18, 2016","Connecticut","Waterbury","402 E Main Street",0,4,"N/A","Waterbury ,   Connecticut",-73.0514965,41.5581525
"110","August 17, 2016","California","Oakland","Mandela Parkway",0,4,"N/A","Oakland ,   California",-122.2711137,37.8043637
"111","August 14, 2016","Minnesota","Minneapolis","1717 Plymouth Avenue North",0,5,"N/A","Minneapolis ,   Minnesota",-93.2650108,44.977753
"112","August 14, 2016","Virginia","Norfolk","1600 block of Selden Avenue",0,4,"N/A","Norfolk ,   Virginia",-76.2858726,36.8507689
"113","August 13, 2016","Wisconsin","Milwaukee","4001 West Fond Du Lac Avenue",2,2,"N/A","Milwaukee ,   Wisconsin",-87.9064736,43.0389025
"114","August 13, 2016","California","Los Angeles","6300 block of 11th Avenue",0,4,"N/A","Los Angeles ,   California",-118.2436849,34.0522342
"115","August 13, 2016","New York","Corona (Queens)","105-06 Jamaica Avenue",0,4,"N/A","Corona (Queens) ,   New York",-73.8642613,40.7449859
"116","August 13, 2016","Missouri","Joplin","1800 Connecticut Ave",0,4,"N/A","Joplin ,   Missouri",-94.513281,37.0842271
"117","August 12, 2016","Florida","Jacksonville","100 block of West 38th Street",1,3,"N/A","Jacksonville ,   Florida",-81.655651,30.3321838
"118","August 12, 2016","Texas","Dallas","10921 Estate Lane",1,3,"N/A","Dallas ,   Texas",-96.7969879,32.7766642
"119","August 11, 2016","Pennsylvania","Philadelphia","500 block of East Ashmead Street",0,4,"N/A","Philadelphia ,   Pennsylvania",-75.1652215,39.9525839
"120","August 10, 2016","Illinois","Evanston","Foster Street and Jackson Avenue",0,4,"N/A","Evanston ,   Illinois",-87.6876969,42.0450722
"121","August 10, 2016","California","Sacramento","4000 Green Tree Drive",1,3,"N/A","Sacramento ,   California",-121.4943996,38.5815719
"122","August 8, 2016","New Mexico","Albuquerque","341 General Marshall Street NE",2,2,"N/A","Albuquerque ,   New Mexico",-106.6055534,35.0853336
"123","August 8, 2016","Florida","Jacksonville","1214 Labelle St",0,7,"N/A","Jacksonville ,   Florida",-81.655651,30.3321838
"124","August 7, 2016","California","Los Angeles","5925 South Figueroa Street",1,3,"N/A","Los Angeles ,   California",-118.2436849,34.0522342
"125","August 7, 2016","Colorado","Arvada","5400 block of Sheridan Boulevard",2,2,"N/A","Arvada ,   Colorado",-105.0874842,39.8027644
"126","August 7, 2016","Mississippi","Vicksburg","4460 Clay St",1,3,"N/A","Vicksburg ,   Mississippi",-90.877882,32.3526456
"127","August 7, 2016","Illinois","Chicago","100 block of South Springfield",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"128","August 6, 2016","Pennsylvania","Reading (Sinking Spring)","51 Winding Brook Drive",5,0,"N/A","Reading (Sinking Spring) ,   Pennsylvania",-76.0220591,40.3250009
"129","August 5, 2016","Michigan","Pontiac","70 block of Thorpe Street",1,3,"N/A","Pontiac ,   Michigan",-83.2910468,42.6389216
"130","August 5, 2016","California","Mead Valley","21600 block of Rider Street",2,2,"N/A","Mead Valley ,   California",-117.2876058,33.8372196
"131","August 4, 2016","Tennessee","Memphis","Ayers Street and Griffith Avenue",0,4,"N/A","Memphis ,   Tennessee",-90.0489801,35.1495343
"132","August 3, 2016","Georgia","Decatur","4110 Glenwood Road",1,3,"N/A","Decatur ,   Georgia",-84.2963123,33.7748275
"133","August 2, 2016","Florida","Hollywood (West Park)","5700 block of West Hallandale Beach Boulevard",0,4,"N/A","Hollywood (West Park) ,   Florida",-80.1295175,26.0312267
"134","August 1, 2016","Indiana","Evansville","South Bedford Avenue",0,4,"N/A","Evansville ,   Indiana",-87.5710898,37.9715592
"135","July 31, 2016","Florida","Miami","Southwest 203rd Terrace and 115th Avenue",3,1,"N/A","Miami ,   Florida",-80.1917902,25.7616798
"136","July 31, 2016","Texas","Austin","208 East Sixth Street",1,4,"N/A","Austin ,   Texas",-97.7430608,30.267153
"137","July 30, 2016","Missouri","Saint Louis","5000 block of Kensington Avenue",0,5,"N/A","Saint Louis ,   Missouri",-90.1994042,38.6270025
"138","July 30, 2016","Georgia","Townsend (Eulonia)","14699 Highway 17",0,5,"N/A","Townsend (Eulonia) ,   Georgia",-81.3756224,31.5833847
"139","July 30, 2016","Washington","Mukilteo","10009 Chennault Beach",3,1,"N/A","Mukilteo ,   Washington",-122.3045815,47.9445396
"140","July 29, 2016","Georgia","Athens","Trail Creek Street",0,7,"N/A","Athens ,   Georgia",-83.357567,33.9519347
"141","July 28, 2016","New York","Elmira","303 College Avenue",0,5,"N/A","Elmira ,   New York",-76.8077338,42.0897965
"142","July 28, 2016","Maryland","Baltimore","Greenmount Avenue",0,4,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"143","July 28, 2016","Illinois","Chicago","800 block of West 50th Place",2,2,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"144","July 25, 2016","Florida","Fort Myers","3580 Evans Ave",2,19,"N/A","Fort Myers ,   Florida",-81.8723084,26.640628
"145","July 24, 2016","Ohio","Hamilton","1555 Main St",1,7,"N/A","Hamilton ,   Ohio",-84.5613355,39.3995008
"146","July 23, 2016","South Carolina","North Charleston","3630 Ashley Phosphate Road",0,4,"N/A","North Charleston ,   South Carolina",-79.9748103,32.8546197
"147","July 23, 2016","Ohio","Cincinnati","3400 block of Beekman Street",2,2,"N/A","Cincinnati ,   Ohio",-84.5120196,39.1031182
"148","July 23, 2016","New York","Brooklyn","Fountain Avenue",0,4,"N/A","Brooklyn ,   New York",-73.9441579,40.6781784
"149","July 23, 2016","Texas","Bastrop","202 Childers Drive",4,1,"N/A","Bastrop ,   Texas",-97.3152701,30.1104947
"150","July 22, 2016","Illinois","Kankakee","300 block of North Wildwood Avenue",0,5,"N/A","Kankakee ,   Illinois",-87.8611531,41.1200325
"151","July 21, 2016","Illinois","Chicago","4400 block of South Leamington",0,5,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"152","July 20, 2016","California","Fresno","Hedges at Peach and Olive",0,4,"N/A","Fresno ,   California",-119.7725868,36.7468422
"153","July 19, 2016","Arkansas","West Memphis","13th Street and Tyler Avenue",0,4,"N/A","West Memphis ,   Arkansas",-90.1845388,35.1464797
"154","July 17, 2016","Texas","Houston","6610 Tidwell",1,3,"N/A","Houston ,   Texas",-95.3698028,29.7604267
"155","July 17, 2016","Louisiana","Baton Rouge","9611 Airline Highway",4,3,"N/A","Baton Rouge ,   Louisiana",-91.1403196,30.4582829
"156","July 17, 2016","Michigan","Detroit","Grand River and McGraw avenue",0,4,"N/A","Detroit ,   Michigan",-83.0457538,42.331427
"157","July 16, 2016","Texas","Dallas","6300 block of Benavides Drive",0,5,"N/A","Dallas ,   Texas",-96.7969879,32.7766642
"158","July 16, 2016","Ohio","Cleveland","5000 block of Euclid Avenue",0,5,"N/A","Cleveland ,   Ohio",-81.6943605,41.49932
"159","July 16, 2016","California","San Bernardino","1200 block of West 25th Street",0,4,"N/A","San Bernardino ,   California",-117.2897652,34.1083449
"160","July 16, 2016","California","Bakersfield","621 Stephens Drive",1,14,"N/A","Bakersfield ,   California",-119.0187125,35.3732921
"161","July 16, 2016","Tennessee","Clarksville","1348 College Street",0,6,"N/A","Clarksville ,   Tennessee",-87.3594528,36.5297706
"162","July 15, 2016","Washington","Woodland","4006 NW 417th Street",3,1,"N/A","Woodland ,   Washington",-122.7439912,45.9045591
"163","July 14, 2016","Texas","Crosby","400 block of Pecan Avenue",3,1,"N/A","Crosby ,   Texas",-95.0621512,29.9118885
"164","July 14, 2016","California","Oakland","1600 block of 7th Street",0,4,"N/A","Oakland ,   California",-122.2711137,37.8043637
"165","July 14, 2016","Ohio","Akron","900 block of Moeller Avenue",1,3,"N/A","Akron ,   Ohio",-81.5190053,41.0814447
"166","July 13, 2016","Georgia","Warner Robins","105 Magnolia Avenue",0,5,"N/A","Warner Robins ,   Georgia",-83.624201,32.6130007
"167","July 13, 2016","Missouri","Saint Louis","3000 block of Miami St",2,2,"N/A","Saint Louis ,   Missouri",-90.1994042,38.6270025
"168","July 11, 2016","Maryland","Baltimore","1800 block of W. North Avenue",0,5,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"169","July 11, 2016","Michigan","Jackson","500 block of Summit Avenue",0,4,"N/A","Jackson ,   Michigan",-84.4013462,42.245869
"170","July 11, 2016","Michigan","Saint Joseph","811 Port Street",3,2,"N/A","Saint Joseph ,   Michigan",-86.4895463,42.0938577
"171","July 11, 2016","District of Columbia","Washington","5100 block of Call Pl., SE",0,4,"N/A","Washington ,   District of Columbia",-77.0368707,38.9071923
"172","July 7, 2016","Tennessee","Bristol","536 Volunteer Parkway",1,4,"N/A","Bristol ,   Tennessee",-82.1887444,36.5951059
"173","July 7, 2016","Louisiana","Baton Rouge","2136 North Lobdell Avenue",0,4,"N/A","Baton Rouge ,   Louisiana",-91.1403196,30.4582829
"174","July 7, 2016","Texas","Dallas","800 Main Street",5,9,"N/A","Dallas ,   Texas",-96.7969879,32.7766642
"175","July 5, 2016","California","Los Angeles","56th Street and Naomi Avenue",0,4,"N/A","Los Angeles ,   California",-118.2436849,34.0522342
"176","July 4, 2016","Pennsylvania","Pittsburgh","Seventh and Liberty avenues",0,4,"N/A","Pittsburgh ,   Pennsylvania",-79.9958864,40.4406248
"177","July 4, 2016","Illinois","Chicago (Englewood)","5500 block of South Hermitage Avenue",0,4,"N/A","Chicago (Englewood) ,   Illinois",-87.6416419,41.775305
"178","July 4, 2016","New York","Brooklyn","419 Chauncey Street",0,7,"N/A","Brooklyn ,   New York",-73.9441579,40.6781784
"179","July 4, 2016","Ohio","Cleveland","1400 block of W. 107 Street",0,4,"N/A","Cleveland ,   Ohio",-81.6943605,41.49932
"180","July 4, 2016","Texas","Houston","1300 block of Robin",3,2,"N/A","Houston ,   Texas",-95.3698028,29.7604267
"181","July 4, 2016","Arizona","Phoenix","4000 block of West Southern Avenue",2,6,"N/A","Phoenix ,   Arizona",-112.0740373,33.4483771
"182","July 3, 2016","Louisiana","Monroe","401 Lea Joyner Memorial Expy",2,3,"N/A","Monroe ,   Louisiana",-92.1193012,32.5093109
"183","July 3, 2016","Tennessee","Chattanooga","2300 block of Daisy Street",0,4,"N/A","Chattanooga ,   Tennessee",-85.3096801,35.0456297
"184","June 30, 2016","Illinois","Chicago","9500 block of South Loomis Street",1,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"185","June 29, 2016","Nevada","Las Vegas","6100 block of West Lake Mead Boulevard",5,0,"N/A","Las Vegas ,   Nevada",-115.1398296,36.1699412
"186","June 28, 2016","California","Los Angeles (county)","13800 block of South Avalon Boulevard",1,3,"N/A","Los Angeles (county) ,   California",-118.2436596,34.0522265
"187","June 28, 2016","Illinois","Chicago","1600 block of South Christiana",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"188","June 27, 2016","Oregon","Woodburn","13436 Killiam Loop NE",3,1,"N/A","Woodburn ,   Oregon",-122.8553724,45.143731
"189","June 26, 2016","Georgia","Atlanta","1500 block of Moreland Avenue SE",1,4,"N/A","Atlanta ,   Georgia",-84.3879824,33.7489954
"190","June 26, 2016","Texas","Houston","6000 block of Elm Street",1,3,"N/A","Houston ,   Texas",-95.3698028,29.7604267
"191","June 26, 2016","Texas","Corpus Christi","Baldwin Blvd  and Lamar",0,4,"N/A","Corpus Christi ,   Texas",-97.396381,27.8005828
"192","June 26, 2016","South Carolina","Marlboro (county)","Highway 38",0,4,"N/A","Marlboro (county) ,   South Carolina",-79.6951103,34.5582435
"193","June 26, 2016","North Carolina","Charlotte","2240 Camp Greene St.",0,5,"N/A","Charlotte ,   North Carolina",-80.8431267,35.2270869
"194","June 25, 2016","Texas","Fort Worth","2466 East Lancaster Avenue",2,5,"N/A","Fort Worth ,   Texas",-97.3307658,32.7554883
"195","June 25, 2016","Virginia","Norfolk","700 block of Craig Street",0,4,"N/A","Norfolk ,   Virginia",-76.2858726,36.8507689
"196","June 25, 2016","Illinois","Chicago","1400 block of W. 114th Place",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"197","June 24, 2016","Kansas","Kansas City","N. 3rd and Walker",0,4,"N/A","Kansas City ,   Kansas",-94.6274636,39.114053
"198","June 24, 2016","Connecticut","Hartford","Brook and Winter Street",0,5,"N/A","Hartford ,   Connecticut",-72.6850932,41.7637111
"199","June 24, 2016","Maryland","District Heights","3100 block of Orleans Ave",3,2,"N/A","District Heights ,   Maryland",-76.8894171,38.8576128
"200","June 22, 2016","Washington","Olympia","500 block of Dutterow Road SE",3,1,"N/A","Olympia ,   Washington",-122.9006951,47.0378741
"201","June 22, 2016","Georgia","Dekalb (county)","Lancashire Drive and Central Drive",1,4,"N/A","Dekalb (county) ,   Georgia",-84.2278796,33.7956441
"202","June 22, 2016","Illinois","Chicago","3100 block of West Warren",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
