"","Incident.Date","State","City.Or.County","Address","X..Killed","X..Injured","Operations","location","long","lat"
"208","June 12, 2015","Florida","Allapattah","24th Avenue and 36th Street",0,4,"N/A","Allapattah ,   Florida",-80.2265545,25.8003154
"209","June 11, 2015","Connecticut","Bridgeport","468 Trumbull Avenue",1,8,"N/A","Bridgeport ,   Connecticut",-73.1951767,41.1865478
"210","June 11, 2015","Texas","Houston","3400 block of Burkett",1,3,"N/A","Houston ,   Texas",-95.3698028,29.7604267
"211","June 10, 2015","California","Los Angeles","South Vermont Avenue and West 88th Street",1,3,"N/A","Los Angeles ,   California",-118.2436849,34.0522342
"212","June 9, 2015","Missouri","Saint Louis","North Market Street and North Spring Avenue",1,3,"N/A","Saint Louis ,   Missouri",-90.1994042,38.6270025
"213","June 7, 2015","Montana","Deer Lodge","Boulder Creek Road",5,0,"N/A","Deer Lodge ,   Montana",-112.7383721,46.3990941
"214","June 6, 2015","New York","Buffalo","100 block of Warren Avenue",1,4,"N/A","Buffalo ,   New York",-78.8783689,42.8864468
"215","June 6, 2015","Illinois","Chicago","100 block of North Lorel Avenue",0,5,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"216","June 5, 2015","Iowa","Davenport","900 block of West 3rd St",0,5,"N/A","Davenport ,   Iowa",-90.5776367,41.5236437
"217","June 5, 2015","Louisiana","New Orleans","2100 block of Governor Nicholls Street",1,3,"N/A","New Orleans ,   Louisiana",-90.0715323,29.9510658
"218","June 3, 2015","New York","Wyandanch","Davidson Street",3,1,"N/A","Wyandanch ,   New York",-73.360398,40.7539878
"219","May 31, 2015","Ohio","Cleveland","16209 block of Laverne Avenue",3,1,"N/A","Cleveland ,   Ohio",-81.6943605,41.49932
"220","May 31, 2015","Maryland","Springdale","9222 Ardwick Ardmore Road",1,3,"N/A","Springdale ,   Maryland",-76.8388602,38.9376113
"221","May 31, 2015","Connecticut","New Haven","849 Chapel Street",0,5,"N/A","New Haven ,   Connecticut",-72.9278835,41.308274
"222","May 31, 2015","Georgia","Conyers","4669 Bell Road SE",3,2,"N/A","Conyers ,   Georgia",-84.0176904,33.6676103
"223","May 30, 2015","California","San Diego","4200 block of Market Street",0,4,"N/A","San Diego ,   California",-117.1610838,32.715738
"224","May 28, 2015","Nebraska","Omaha","84th and Q",0,4,"N/A","Omaha ,   Nebraska",-95.9979883,41.2523634
"225","May 28, 2015","Illinois","Chicago","6200 block of South Honore Street",0,5,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"226","May 28, 2015","Pennsylvania","Chester","2700 block of West 3rd Street",1,3,"N/A","Chester ,   Pennsylvania",-75.3557457,39.849557
"227","May 26, 2015","Louisiana","New Orleans","6700 block of Tara Lane",2,2,"N/A","New Orleans ,   Louisiana",-90.0715323,29.9510658
"228","May 25, 2015","Illinois","Decatur","1816 N. Water",1,4,"N/A","Decatur ,   Illinois",-88.9548001,39.8403147
"229","May 24, 2015","Michigan","Flint","W. 12th Street and Hammerberg Road.",0,7,"N/A","Flint ,   Michigan",-83.6874562,43.0125274
"230","May 24, 2015","Massachusetts","Brockton","1002 Main St",0,5,"N/A","Brockton ,   Massachusetts",-71.0183787,42.0834335
"231","May 24, 2015","Alabama","Montgomery","Smiley Court",1,3,"N/A","Montgomery ,   Alabama",-86.2999689,32.3668052
"232","May 24, 2015","Missouri","Saint Louis","2700 block of Dayton",0,4,"N/A","Saint Louis ,   Missouri",-90.1994042,38.6270025
"233","May 23, 2015","California","Fresno","2400 block of South 9th Street",2,2,"N/A","Fresno ,   California",-119.7725868,36.7468422
"234","May 20, 2015","Maryland","Baltimore","800 block of Linwood Avenue",1,4,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"235","May 18, 2015","Missouri","Kinloch","8000 block of School Way",0,4,"N/A","Kinloch ,   Missouri",-90.3253922,38.7406065
"236","May 18, 2015","Florida","Miami","Northwest 75th Street and Northwest 16th Avenue",1,4,"N/A","Miami ,   Florida",-80.1917902,25.7616798
"237","May 17, 2015","Texas","Waco","4671 S Jack Kultgen Expy",9,18,"N/A","Waco ,   Texas",-97.1466695,31.549333
"238","May 16, 2015","Wisconsin","Milwaukee","28th Street and Auer Avenue",0,5,"N/A","Milwaukee ,   Wisconsin",-87.9064736,43.0389025
"239","May 16, 2015","New York","Rochester","188 Lewis Street",0,4,"N/A","Rochester ,   New York",-77.6109219,43.16103
"240","May 16, 2015","Maryland","Baltimore","1700 block of North Broadway",0,5,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"241","May 12, 2015","Maryland","Capitol Heights","Pard Road",1,4,"N/A","Capitol Heights ,   Maryland",-76.9158068,38.8851122
"242","May 12, 2015","Arizona","Tucson","800 block of West Calle Medina Road",5,0,"N/A","Tucson ,   Arizona",-110.926479,32.2217429
"243","May 10, 2015","Ohio","Cleveland","3600 block of Bosworth Road",1,4,"N/A","Cleveland ,   Ohio",-81.6943605,41.49932
"244","May 10, 2015","New Jersey","Jersey City","Bostwick Avenue",0,4,"N/A","Jersey City ,   New Jersey",-74.0776417,40.7281575
"245","May 10, 2015","New Jersey","Newark","19th Avenue and South 16th Street",1,3,"N/A","Newark ,   New Jersey",-74.1723667,40.735657
"246","May 7, 2015","Michigan","Detroit","16000 block of Cathedral Street",0,4,"N/A","Detroit ,   Michigan",-83.0457538,42.331427
"247","May 7, 2015","Ohio","Cincinnati","2300 block of Baltimore Avenue",0,4,"N/A","Cincinnati ,   Ohio",-84.5120196,39.1031182
"248","May 4, 2015","New York","Buffalo","100 block of Roosevelt Avenue",1,3,"N/A","Buffalo ,   New York",-78.8783689,42.8864468
"249","May 3, 2015","Indiana","South Bend","1600 block of South William Street",0,4,"N/A","South Bend ,   Indiana",-86.2519898,41.6763545
"250","May 3, 2015","Wisconsin","Menasha","North Lake Street",4,1,"N/A","Menasha ,   Wisconsin",-88.4464973,44.2022084
"251","May 3, 2015","Texas","Houston","San Jacinto at Elgin",0,6,"N/A","Houston ,   Texas",-95.3698028,29.7604267
"252","May 3, 2015","New York","Bronx","University Avenue",0,4,"N/A","Bronx ,   New York",-73.8648268,40.8447819
"253","May 3, 2015","Ohio","Dayton","2801 Germantown Street",1,6,"N/A","Dayton ,   Ohio",-84.1916069,39.7589478
"254","May 1, 2015","Wisconsin","Milwaukee","3700 block of 37th Street",2,3,"N/A","Milwaukee ,   Wisconsin",-87.9064736,43.0389025
"255","April 27, 2015","New York","Brooklyn","1365 Flatbush Ave",2,4,"N/A","Brooklyn ,   New York",-73.9441579,40.6781784
"256","April 27, 2015","Arizona","Gila Bend","State Route 85",2,2,"N/A","Gila Bend ,   Arizona",-112.7168305,32.9478236
"257","April 25, 2015","New Jersey","Trenton","Wood Street",0,4,"N/A","Trenton ,   New Jersey",-74.7429384,40.2170534
"258","April 25, 2015","New York","Gates","24 Hinchey Rd",1,6,"N/A","Gates ,   New York",-77.7223162,43.1480944
"259","April 21, 2015","Texas","Killeen","420 Gilmer St.",2,3,"N/A","Killeen ,   Texas",-97.7277959,31.1171194
"260","April 19, 2015","Virginia","Richmond","200 block of West Hill Street",0,4,"N/A","Richmond ,   Virginia",-77.4360481,37.5407246
"261","April 18, 2015","Alabama","Montgomery","1800 block of Gibbs Court",0,5,"N/A","Montgomery ,   Alabama",-86.2999689,32.3668052
"262","April 18, 2015","Pennsylvania","Williamsport","321 Pine St",0,5,"N/A","Williamsport ,   Pennsylvania",-77.0010786,41.2411897
"263","April 18, 2015","North Carolina","Lumberton","Martin Luther King Drive",1,3,"N/A","Lumberton ,   North Carolina",-79.0086424,34.6182199
"264","April 18, 2015","North Carolina","Charlotte","Bost Street",0,4,"N/A","Charlotte ,   North Carolina",-80.8431267,35.2270869
"265","April 18, 2015","New Jersey","Paterson","Rosa Parks Blvd and Godwin Ave",1,3,"N/A","Paterson ,   New Jersey",-74.171811,40.9167654
"266","April 16, 2015","Arizona","Phoenix","4300 block of East Anderson Drive",5,0,"N/A","Phoenix ,   Arizona",-112.0740373,33.4483771
"267","April 7, 2015","Georgia","Rome","20 Copeland Street",1,3,"N/A","Rome ,   Georgia",-85.1646726,34.257038
"268","April 5, 2015","Pennsylvania","Pittsburgh","Dinwiddie Street",1,3,"N/A","Pittsburgh ,   Pennsylvania",-79.9958864,40.4406248
"269","April 5, 2015","Kentucky","Louisville","40th and Grand Street",1,4,"N/A","Louisville ,   Kentucky",-85.7584557,38.2526647
"270","April 5, 2015","Indiana","Indianapolis","5000 block of Wildflower Court",0,5,"N/A","Indianapolis ,   Indiana",-86.158068,39.768403
"271","April 5, 2015","Michigan","Benton Harbor","1000 block of Blossom Lane",0,4,"N/A","Benton Harbor ,   Michigan",-86.4541894,42.1167065
"272","April 3, 2015","Florida","Daytona Beach","300 block of Henry Butts Drive",0,4,"N/A","Daytona Beach ,   Florida",-81.0228331,29.2108147
"273","April 2, 2015","Maryland","Baltimore","1900 block of West Lanvale Street",0,5,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"274","March 27, 2015","Florida","Panama City Beach","5312 Thomas Drive",0,7,"N/A","Panama City Beach ,   Florida",-85.8054879,30.1765914
"275","March 26, 2015","Texas","Amarillo","3100 block of Redwood",0,4,"N/A","Amarillo ,   Texas",-101.8312969,35.2219971
"276","March 24, 2015","Indiana","Indianapolis","3100 block of North Harding Street",4,0,"N/A","Indianapolis ,   Indiana",NA,NA
"277","March 23, 2015","Tennessee","Clarksville","900 block of Carpenter Street",1,4,"N/A","Clarksville ,   Tennessee",-87.3594528,36.5297706
"278","March 22, 2015","New Mexico","Albuquerque","10140 Lomas NE",1,6,"N/A","Albuquerque ,   New Mexico",-106.6055534,35.0853336
"279","March 21, 2015","Florida","Tampa","1802 Seventh Ave",0,4,"N/A","Tampa ,   Florida",-82.4571776,27.950575
"280","March 20, 2015","Texas","Lancaster","1500 block of Reynolds Street",1,5,"N/A","Lancaster ,   Texas",-96.7561082,32.5920798
"281","March 18, 2015","New Jersey","Newark","200 block of Clinton Place",1,3,"N/A","Newark ,   New Jersey",-74.1723667,40.735657
"282","March 18, 2015","Arizona","Mesa","1504 West Main Street",1,5,"N/A","Mesa ,   Arizona",-111.8314724,33.4151843
"283","March 17, 2015","California","Stockton","748 N Madison St",3,4,"N/A","Stockton ,   California",-121.2907796,37.9577016
"284","March 15, 2015","California","Compton","2700 block of West Alondra Boulevard",0,4,"N/A","Compton ,   California",-118.2200712,33.8958492
"285","March 14, 2015","Georgia","Atlanta","2900 block of Delmar Lane",0,5,"N/A","Atlanta ,   Georgia",-84.3879824,33.7489954
"286","March 14, 2015","California","Coachella","84000 block of Bagdad Avenue",0,4,"N/A","Coachella ,   California",-116.173894,33.6803003
"287","March 13, 2015","Mississippi","Brookhaven","1097 South First St.",2,3,"N/A","Brookhaven ,   Mississippi",-90.4406506,31.5790588
"288","March 10, 2015","Georgia","Columbus","3023 Victory Drive",0,5,"N/A","Columbus ,   Georgia",-84.9877094,32.4609764
"289","March 9, 2015","Illinois","Chicago","200 block of West 105th",1,3,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"290","March 8, 2015","South Carolina","Seneca","Wells Highway",1,3,"N/A","Seneca ,   South Carolina",-82.9532036,34.6856555
"291","March 4, 2015","California","San Bernardino","190 block of West Club Center Drive",2,5,"N/A","San Bernardino ,   California",-117.2897652,34.1083449
"292","March 1, 2015","Florida","Orange County","4900 block of Steyr Street",0,4,"N/A","Orange County ,   Florida",-81.2518833,28.4844995
"293","March 1, 2015","Michigan","Detroit","9855 Chalmers St",1,5,"N/A","Detroit ,   Michigan",-83.0457538,42.331427
"294","February 28, 2015","Maryland","Baltimore","4300 block of Welbourne Road",1,3,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"295","February 26, 2015","Missouri","Tyrone","18279 Highway H",8,1,"N/A","Tyrone ,   Missouri",-91.8699049,37.2003245
"296","February 25, 2015","Texas","Houston","Mallow St.",3,3,"N/A","Houston ,   Texas",-95.3698028,29.7604267
"297","February 23, 2015","Florida","Daytona Beach","Sheridan Road",0,4,"N/A","Daytona Beach ,   Florida",-81.0228331,29.2108147
"298","February 22, 2015","Texas","Killeen","1706 Godman St.",4,1,"N/A","Killeen ,   Texas",-97.7277959,31.1171194
"299","February 22, 2015","Georgia","Clarkesville","281 Lower Pond Court",3,2,"N/A","Clarkesville ,   Georgia",-83.5248933,34.6125971
"300","February 22, 2015","South Carolina","Charleston","4224 Dorchester Road",0,4,"N/A","Charleston ,   South Carolina",-79.9310512,32.7764749
"301","February 20, 2015","California","Sacramento","1417 R Street",0,4,"N/A","Sacramento ,   California",-121.4943996,38.5815719
"302","February 17, 2015","Arkansas","Little Rock","7900 Scott Hamilton",1,3,"N/A","Little Rock ,   Arkansas",-92.2895948,34.7464809
"303","February 15, 2015","California","Long Beach","200 block of W. 14th Street",0,5,"N/A","Long Beach ,   California",-118.1937395,33.7700504
"304","February 9, 2015","Florida","New Port Richey","9552 Adler Street",3,1,"N/A","New Port Richey ,   Florida",-82.7192671,28.2441768
"305","February 8, 2015","Tennessee","Maury City","251 Dupree Road",0,6,"N/A","Maury City ,   Tennessee",-89.2256244,35.814796
"306","February 7, 2015","Georgia","Douglasville","3640 Willow Tree Circle",5,2,"N/A","Douglasville ,   Georgia",-84.7477136,33.7514966
"307","February 6, 2015","Oklahoma","Tulsa","1219 N. Sheridan Road",1,4,"N/A","Tulsa ,   Oklahoma",-95.992775,36.1539816
"308","February 5, 2015","Ohio","Beachwood (Warrensville Heights)","Harvard Road",3,3,"N/A","Beachwood (Warrensville Heights) ,   Ohio",-81.494323,41.4488648
"309","February 1, 2015","New York","Syracuse","1217 West Fayette Street",0,6,"N/A","Syracuse ,   New York",-76.1474244,43.0481221
"310","February 1, 2015","New York","New York (Manhattan)","3345 Broadway",1,4,"N/A","New York (Manhattan) ,   New York",-73.9712488,40.7830603
"311","January 31, 2015","Georgia","Lagrange","100 block of Woodstream Trail",4,0,"N/A","Lagrange ,   Georgia",-85.0322444,33.0362218
"312","January 28, 2015","Georgia","Dekalb County","1600 block of Panola Road",1,3,"N/A","Dekalb County ,   Georgia",-84.2278796,33.7956441
"313","January 26, 2015","California","Stockton","1500 block of E. 9th Street",1,3,"N/A","Stockton ,   California",-121.2907796,37.9577016
"314","January 24, 2015","New York","Arverne (Queens)","231-11 148th Avenue",4,1,"N/A","Arverne (Queens) ,   New York",-73.7977928,40.592658
"315","January 24, 2015","Nebraska","Omaha","3402 Parker St",3,5,"N/A","Omaha ,   Nebraska",-95.9979883,41.2523634
"316","January 23, 2015","Massachusetts","Boston","954 Parker Street",0,6,"N/A","Boston ,   Massachusetts",-71.0588801,42.3600825
"317","January 20, 2015","Tennessee","Clarksville","321 Lansinger Lane",1,3,"N/A","Clarksville ,   Tennessee",-87.3594528,36.5297706
"318","January 19, 2015","Texas","San Antonio","1000 block of Gibbs St.",2,5,"N/A","San Antonio ,   Texas",-98.4936282,29.4241219
"319","January 16, 2015","California","Oakland","105th and Edes",2,2,"N/A","Oakland ,   California",-122.2711137,37.8043637
"320","January 13, 2015","Virginia","Portsmouth","4100 block of Portsmouth Boulevard",0,5,"N/A","Portsmouth ,   Virginia",-76.2982742,36.8354258
"321","January 13, 2015","Illinois","Rockford","700 block of Oakley Avenue",2,2,"N/A","Rockford ,   Illinois",-89.0939952,42.2711311
"322","January 11, 2015","North Carolina","Hope Mills","1900 block of Gumberry Road",2,5,"N/A","Hope Mills ,   North Carolina",-78.9453056,34.9704419
"323","January 11, 2015","Florida","Lakeland","7665 Chase Road",1,3,"N/A","Lakeland ,   Florida",-81.9498042,28.0394654
"324","January 11, 2015","California","San Jose","3840 Monterey Hwy",0,5,"N/A","San Jose ,   California",-121.8863286,37.3382082
"325","January 10, 2015","Kansas","Wichita","4859 E Harry Street",2,2,"N/A","Wichita ,   Kansas",-97.330053,37.6871761
"326","January 9, 2015","California","San Francisco","Laguna and Page streets",4,0,"N/A","San Francisco ,   California",-122.4194155,37.7749295
"327","January 8, 2015","Massachusetts","Boston","104 Harrishof Street",1,3,"N/A","Boston ,   Massachusetts",-71.0588801,42.3600825
"328","January 7, 2015","Tennessee","Chattanooga","773 West Main Street",1,3,"N/A","Chattanooga ,   Tennessee",-85.3096801,35.0456297
"329","January 6, 2015","Florida","Miami","1300 block of NW 62nd Street",1,3,"N/A","Miami ,   Florida",-80.1917902,25.7616798
"330","January 4, 2015","Virginia","Roanoke","3634 Shenandoah Ave NW",2,4,"N/A","Roanoke ,   Virginia",-79.9414266,37.2709704
"331","January 4, 2015","Texas","Dallas","2000 block of Ben Hur St.",3,1,"N/A","Dallas ,   Texas",-96.7969879,32.7766642
"332","January 2, 2015","Georgia","Savannah","500 block of W. 54th Street",1,4,"N/A","Savannah ,   Georgia",-81.0998342,32.0835407
"333","January 1, 2015","Tennessee","Memphis","Interstate 240 and Poplar Avenue",0,5,"N/A","Memphis ,   Tennessee",-90.0489801,35.1495343
